
x=0, y=0, width=20, height=20, color=[62, 129, 237]
x=231, y=756, width=20, height=20, color=[62, 129, 237]
x=231, y=777, width=20, height=20, color=[62, 237, 106]
x=231, y=798, width=20, height=20, color=[62, 129, 237]
x=231, y=819, width=20, height=20, color=[62, 237, 106]
x=231, y=840, width=20, height=20, color=[237, 173, 62]
x=231, y=861, width=20, height=20, color=[237, 173, 62]
x=252, y=0, width=20, height=20, color=[62, 129, 237]
x=252, y=21, width=20, height=20, color=[237, 173, 62]
x=252, y=42, width=20, height=20, color=[237, 173, 62]
x=252, y=63, width=20, height=20, color=[62, 237, 106]
x=252, y=84, width=20, height=20, color=[237, 173, 62]
x=252, y=105, width=20, height=20, color=[62, 237, 106]
x=252, y=126, width=20, height=20, color=[237, 173, 62]
x=252, y=147, width=20, height=20, color=[237, 173, 62]
x=252, y=168, width=20, height=20, color=[62, 237, 106]
x=252, y=189, width=20, height=20, color=[62, 237, 106]
x=252, y=210, width=20, height=20, color=[62, 129, 237]
x=252, y=231, width=20, height=20, color=[237, 173, 62]
x=252, y=252, width=20, height=20, color=[62, 237, 106]
x=252, y=273, width=20, height=20, color=[62, 237, 106]
x=252, y=294, width=20, height=20, color=[237, 173, 62]
x=252, y=315, width=20, height=20, color=[62, 237, 106]
x=252, y=336, width=20, height=20, color=[62, 237, 106]
x=252, y=357, width=20, height=20, color=[62, 237, 106]
x=252, y=378, width=20, height=20, color=[62, 237, 106]
x=252, y=399, width=20, height=20, color=[237, 173, 62]
x=252, y=420, width=20, height=20, color=[62, 129, 237]
x=252, y=441, width=20, height=20, color=[237, 173, 62]
x=252, y=462, width=20, height=20, color=[62, 129, 237]
x=252, y=483, width=20, height=20, color=[237, 173, 62]
x=252, y=504, width=20, height=20, color=[237, 173, 62]
x=252, y=525, width=20, height=20, color=[62, 129, 237]
x=252, y=546, width=20, height=20, color=[62, 237, 106]
x=252, y=567, width=20, height=20, color=[62, 129, 237]
x=252, y=588, width=20, height=20, color=[62, 129, 237]
x=252, y=609, width=20, height=20, color=[62, 129, 237]
x=252, y=630, width=20, height=20, color=[62, 129, 237]
x=252, y=651, width=20, height=20, color=[62, 237, 106]
x=252, y=672, width=20, height=20, color=[62, 237, 106]
x=252, y=693, width=20, height=20, color=[62, 237, 106]
x=252, y=714, width=20, height=20, color=[62, 237, 106]
x=252, y=735, width=20, height=20, color=[237, 173, 62]
x=252, y=756, width=20, height=20, color=[237, 173, 62]
x=252, y=777, width=20, height=20, color=[62, 129, 237]
x=252, y=798, width=20, height=20, color=[237, 173, 62]
x=252, y=819, width=20, height=20, color=[62, 237, 106]
x=252, y=840, width=20, height=20, color=[237, 173, 62]
x=252, y=861, width=20, height=20, color=[62, 129, 237]
x=273, y=0, width=20, height=20, color=[62, 129, 237]
x=273, y=21, width=20, height=20, color=[62, 129, 237]
x=273, y=42, width=20, height=20, color=[62, 129, 237]
x=273, y=63, width=20, height=20, color=[62, 129, 237]
x=273, y=84, width=20, height=20, color=[62, 237, 106]
x=273, y=105, width=20, height=20, color=[237, 173, 62]
x=273, y=126, width=20, height=20, color=[62, 129, 237]
x=273, y=147, width=20, height=20, color=[62, 237, 106]
x=273, y=168, width=20, height=20, color=[62, 237, 106]
x=273, y=189, width=20, height=20, color=[237, 173, 62]
x=273, y=210, width=20, height=20, color=[62, 129, 237]
x=273, y=231, width=20, height=20, color=[62, 129, 237]
x=273, y=252, width=20, height=20, color=[62, 237, 106]
x=273, y=273, width=20, height=20, color=[62, 237, 106]
x=273, y=294, width=20, height=20, color=[62, 237, 106]
x=273, y=315, width=20, height=20, color=[62, 237, 106]
x=273, y=336, width=20, height=20, color=[237, 173, 62]
x=273, y=357, width=20, height=20, color=[62, 129, 237]
x=273, y=378, width=20, height=20, color=[237, 173, 62]
x=273, y=399, width=20, height=20, color=[237, 173, 62]
x=273, y=420, width=20, height=20, color=[237, 173, 62]
x=273, y=441, width=20, height=20, color=[62, 237, 106]
x=273, y=462, width=20, height=20, color=[237, 173, 62]
x=273, y=483, width=20, height=20, color=[62, 237, 106]
x=273, y=504, width=20, height=20, color=[62, 237, 106]
x=273, y=525, width=20, height=20, color=[62, 237, 106]
x=273, y=546, width=20, height=20, color=[62, 237, 106]
x=273, y=567, width=20, height=20, color=[62, 237, 106]
x=273, y=588, width=20, height=20, color=[62, 237, 106]
x=273, y=609, width=20, height=20, color=[237, 173, 62]
x=273, y=630, width=20, height=20, color=[62, 237, 106]
x=273, y=651, width=20, height=20, color=[237, 173, 62]
x=273, y=672, width=20, height=20, color=[62, 237, 106]
x=273, y=693, width=20, height=20, color=[62, 129, 237]
x=273, y=714, width=20, height=20, color=[62, 129, 237]
x=273, y=735, width=20, height=20, color=[62, 129, 237]
x=273, y=756, width=20, height=20, color=[237, 173, 62]
x=273, y=777, width=20, height=20, color=[62, 237, 106]
x=273, y=798, width=20, height=20, color=[62, 237, 106]
x=273, y=819, width=20, height=20, color=[237, 173, 62]
x=273, y=840, width=20, height=20, color=[62, 129, 237]
x=273, y=861, width=20, height=20, color=[62, 237, 106]
x=294, y=0, width=20, height=20, color=[62, 237, 106]
x=294, y=21, width=20, height=20, color=[237, 173, 62]
x=294, y=42, width=20, height=20, color=[62, 129, 237]
x=294, y=63, width=20, height=20, color=[237, 173, 62]
x=294, y=84, width=20, height=20, color=[62, 237, 106]
x=294, y=105, width=20, height=20, color=[62, 129, 237]
x=294, y=126, width=20, height=20, color=[62, 129, 237]
x=294, y=147, width=20, height=20, color=[62, 237, 106]
x=294, y=168, width=20, height=20, color=[237, 173, 62]
x=294, y=189, width=20, height=20, color=[62, 129, 237]
x=294, y=210, width=20, height=20, color=[62, 129, 237]
x=294, y=231, width=20, height=20, color=[62, 129, 237]
x=294, y=252, width=20, height=20, color=[237, 173, 62]
x=294, y=273, width=20, height=20, color=[62, 237, 106]
x=294, y=294, width=20, height=20, color=[237, 173, 62]
x=294, y=315, width=20, height=20, color=[62, 129, 237]
x=294, y=336, width=20, height=20, color=[62, 237, 106]
x=294, y=357, width=20, height=20, color=[62, 129, 237]
x=294, y=378, width=20, height=20, color=[62, 237, 106]
x=294, y=399, width=20, height=20, color=[62, 129, 237]
x=294, y=420, width=20, height=20, color=[62, 129, 237]
x=294, y=441, width=20, height=20, color=[237, 173, 62]
x=294, y=462, width=20, height=20, color=[62, 237, 106]
x=294, y=483, width=20, height=20, color=[62, 237, 106]
x=294, y=504, width=20, height=20, color=[62, 237, 106]
x=294, y=525, width=20, height=20, color=[62, 237, 106]
x=294, y=546, width=20, height=20, color=[62, 129, 237]
x=294, y=567, width=20, height=20, color=[237, 173, 62]
x=294, y=588, width=20, height=20, color=[237, 173, 62]
x=294, y=609, width=20, height=20, color=[237, 173, 62]
x=294, y=630, width=20, height=20, color=[237, 173, 62]
x=294, y=651, width=20, height=20, color=[237, 173, 62]
x=294, y=672, width=20, height=20, color=[62, 237, 106]
x=294, y=693, width=20, height=20, color=[62, 237, 106]
x=294, y=714, width=20, height=20, color=[62, 237, 106]
x=294, y=735, width=20, height=20, color=[62, 129, 237]
x=294, y=756, width=20, height=20, color=[62, 129, 237]
x=294, y=777, width=20, height=20, color=[62, 237, 106]
x=294, y=798, width=20, height=20, color=[62, 129, 237]
x=294, y=819, width=20, height=20, color=[237, 173, 62]
x=294, y=840, width=20, height=20, color=[62, 237, 106]
x=294, y=861, width=20, height=20, color=[237, 173, 62]
x=315, y=0, width=20, height=20, color=[237, 173, 62]
x=315, y=21, width=20, height=20, color=[62, 129, 237]
x=315, y=42, width=20, height=20, color=[62, 237, 106]
x=315, y=63, width=20, height=20, color=[62, 129, 237]
x=315, y=84, width=20, height=20, color=[237, 173, 62]
x=315, y=105, width=20, height=20, color=[237, 173, 62]
x=315, y=126, width=20, height=20, color=[62, 129, 237]
x=315, y=147, width=20, height=20, color=[237, 173, 62]
x=315, y=168, width=20, height=20, color=[62, 129, 237]
x=315, y=189, width=20, height=20, color=[237, 173, 62]
x=315, y=210, width=20, height=20, color=[237, 173, 62]
x=315, y=231, width=20, height=20, color=[62, 129, 237]
x=315, y=252, width=20, height=20, color=[62, 129, 237]
x=315, y=273, width=20, height=20, color=[62, 237, 106]
x=315, y=294, width=20, height=20, color=[62, 237, 106]
x=315, y=315, width=20, height=20, color=[237, 173, 62]
x=315, y=336, width=20, height=20, color=[62, 237, 106]
x=315, y=357, width=20, height=20, color=[62, 129, 237]
x=315, y=378, width=20, height=20, color=[237, 173, 62]
x=315, y=399, width=20, height=20, color=[237, 173, 62]
x=315, y=420, width=20, height=20, color=[62, 129, 237]
x=315, y=441, width=20, height=20, color=[62, 237, 106]
x=315, y=462, width=20, height=20, color=[62, 129, 237]
x=315, y=483, width=20, height=20, color=[62, 129, 237]
x=315, y=504, width=20, height=20, color=[62, 129, 237]
x=315, y=525, width=20, height=20, color=[62, 237, 106]
x=315, y=546, width=20, height=20, color=[62, 129, 237]
x=315, y=567, width=20, height=20, color=[62, 237, 106]
x=315, y=588, width=20, height=20, color=[62, 237, 106]
x=315, y=609, width=20, height=20, color=[237, 173, 62]
x=315, y=630, width=20, height=20, color=[62, 129, 237]
x=315, y=651, width=20, height=20, color=[62, 237, 106]
x=315, y=672, width=20, height=20, color=[62, 129, 237]
x=315, y=693, width=20, height=20, color=[62, 129, 237]
x=315, y=714, width=20, height=20, color=[62, 237, 106]
x=315, y=735, width=20, height=20, color=[237, 173, 62]
x=315, y=756, width=20, height=20, color=[62, 129, 237]
x=315, y=777, width=20, height=20, color=[237, 173, 62]
x=315, y=798, width=20, height=20, color=[62, 129, 237]
x=315, y=819, width=20, height=20, color=[237, 173, 62]
x=315, y=840, width=20, height=20, color=[62, 237, 106]
x=315, y=861, width=20, height=20, color=[62, 237, 106]
x=336, y=0, width=20, height=20, color=[62, 237, 106]
x=336, y=21, width=20, height=20, color=[62, 237, 106]
x=336, y=42, width=20, height=20, color=[62, 237, 106]
x=336, y=63, width=20, height=20, color=[237, 173, 62]
x=336, y=84, width=20, height=20, color=[237, 173, 62]
x=336, y=105, width=20, height=20, color=[62, 237, 106]
x=336, y=126, width=20, height=20, color=[62, 237, 106]
x=336, y=147, width=20, height=20, color=[62, 129, 237]
x=336, y=168, width=20, height=20, color=[237, 173, 62]
x=336, y=189, width=20, height=20, color=[62, 129, 237]
x=336, y=210, width=20, height=20, color=[62, 129, 237]
x=336, y=231, width=20, height=20, color=[237, 173, 62]
x=336, y=252, width=20, height=20, color=[62, 129, 237]
x=336, y=273, width=20, height=20, color=[237, 173, 62]
x=336, y=294, width=20, height=20, color=[237, 173, 62]
x=336, y=315, width=20, height=20, color=[62, 129, 237]
x=336, y=336, width=20, height=20, color=[62, 129, 237]
x=336, y=357, width=20, height=20, color=[62, 237, 106]
x=336, y=378, width=20, height=20, color=[237, 173, 62]
x=336, y=399, width=20, height=20, color=[237, 173, 62]
x=336, y=420, width=20, height=20, color=[237, 173, 62]
x=336, y=441, width=20, height=20, color=[62, 237, 106]
x=336, y=462, width=20, height=20, color=[237, 173, 62]
x=336, y=483, width=20, height=20, color=[237, 173, 62]
x=336, y=504, width=20, height=20, color=[62, 237, 106]
x=336, y=525, width=20, height=20, color=[237, 173, 62]
x=336, y=546, width=20, height=20, color=[237, 173, 62]
x=336, y=567, width=20, height=20, color=[237, 173, 62]
x=336, y=588, width=20, height=20, color=[62, 129, 237]
x=336, y=609, width=20, height=20, color=[237, 173, 62]
x=336, y=630, width=20, height=20, color=[62, 129, 237]
x=336, y=651, width=20, height=20, color=[237, 173, 62]
x=336, y=672, width=20, height=20, color=[62, 129, 237]
x=336, y=693, width=20, height=20, color=[237, 173, 62]
x=336, y=714, width=20, height=20, color=[237, 173, 62]
x=336, y=735, width=20, height=20, color=[237, 173, 62]
x=336, y=756, width=20, height=20, color=[62, 129, 237]
x=336, y=777, width=20, height=20, color=[237, 173, 62]
x=336, y=798, width=20, height=20, color=[237, 173, 62]
x=336, y=819, width=20, height=20, color=[62, 129, 237]
x=336, y=840, width=20, height=20, color=[237, 173, 62]
x=336, y=861, width=20, height=20, color=[62, 237, 106]
x=357, y=0, width=20, height=20, color=[62, 129, 237]
x=357, y=21, width=20, height=20, color=[62, 237, 106]
x=357, y=42, width=20, height=20, color=[62, 237, 106]
x=357, y=63, width=20, height=20, color=[237, 173, 62]
x=357, y=84, width=20, height=20, color=[237, 173, 62]
x=357, y=105, width=20, height=20, color=[62, 237, 106]
x=357, y=126, width=20, height=20, color=[62, 129, 237]
x=357, y=147, width=20, height=20, color=[62, 129, 237]
x=357, y=168, width=20, height=20, color=[62, 237, 106]
x=357, y=189, width=20, height=20, color=[62, 237, 106]
x=357, y=210, width=20, height=20, color=[237, 173, 62]
x=357, y=231, width=20, height=20, color=[237, 173, 62]
x=357, y=252, width=20, height=20, color=[62, 129, 237]
x=357, y=273, width=20, height=20, color=[62, 129, 237]
x=357, y=294, width=20, height=20, color=[62, 237, 106]
x=357, y=315, width=20, height=20, color=[62, 237, 106]
x=357, y=336, width=20, height=20, color=[62, 129, 237]
x=357, y=357, width=20, height=20, color=[237, 173, 62]
x=357, y=378, width=20, height=20, color=[62, 129, 237]
x=357, y=399, width=20, height=20, color=[62, 129, 237]
x=357, y=420, width=20, height=20, color=[62, 129, 237]
x=357, y=441, width=20, height=20, color=[62, 237, 106]
x=357, y=462, width=20, height=20, color=[62, 237, 106]
x=357, y=483, width=20, height=20, color=[62, 237, 106]
x=357, y=504, width=20, height=20, color=[62, 237, 106]
x=357, y=525, width=20, height=20, color=[62, 129, 237]
x=357, y=546, width=20, height=20, color=[237, 173, 62]
x=357, y=567, width=20, height=20, color=[237, 173, 62]
x=357, y=588, width=20, height=20, color=[62, 237, 106]
x=357, y=609, width=20, height=20, color=[62, 237, 106]
x=357, y=630, width=20, height=20, color=[237, 173, 62]
x=357, y=651, width=20, height=20, color=[62, 237, 106]
x=357, y=672, width=20, height=20, color=[62, 129, 237]
x=357, y=693, width=20, height=20, color=[62, 237, 106]
x=357, y=714, width=20, height=20, color=[237, 173, 62]
x=357, y=735, width=20, height=20, color=[62, 129, 237]
x=357, y=756, width=20, height=20, color=[62, 237, 106]
x=357, y=777, width=20, height=20, color=[62, 237, 106]
x=357, y=798, width=20, height=20, color=[237, 173, 62]
x=357, y=819, width=20, height=20, color=[237, 173, 62]
x=357, y=840, width=20, height=20, color=[62, 237, 106]
x=357, y=861, width=20, height=20, color=[62, 237, 106]
x=378, y=0, width=20, height=20, color=[237, 173, 62]
x=378, y=21, width=20, height=20, color=[237, 173, 62]
x=378, y=42, width=20, height=20, color=[62, 129, 237]
x=378, y=63, width=20, height=20, color=[237, 173, 62]
x=378, y=84, width=20, height=20, color=[62, 237, 106]
x=378, y=105, width=20, height=20, color=[62, 129, 237]
x=378, y=126, width=20, height=20, color=[62, 129, 237]
x=378, y=147, width=20, height=20, color=[62, 237, 106]
x=378, y=168, width=20, height=20, color=[237, 173, 62]
x=378, y=189, width=20, height=20, color=[62, 129, 237]
x=378, y=210, width=20, height=20, color=[62, 129, 237]
x=378, y=231, width=20, height=20, color=[237, 173, 62]
x=378, y=252, width=20, height=20, color=[237, 173, 62]
x=378, y=273, width=20, height=20, color=[62, 237, 106]
x=378, y=294, width=20, height=20, color=[237, 173, 62]
x=378, y=315, width=20, height=20, color=[62, 237, 106]
x=378, y=336, width=20, height=20, color=[62, 237, 106]
x=378, y=357, width=20, height=20, color=[237, 173, 62]
x=378, y=378, width=20, height=20, color=[62, 129, 237]
x=378, y=399, width=20, height=20, color=[237, 173, 62]
x=378, y=420, width=20, height=20, color=[237, 173, 62]
x=378, y=441, width=20, height=20, color=[62, 129, 237]
x=378, y=462, width=20, height=20, color=[62, 237, 106]
x=378, y=483, width=20, height=20, color=[237, 173, 62]
x=378, y=504, width=20, height=20, color=[62, 237, 106]
x=378, y=525, width=20, height=20, color=[62, 129, 237]
x=378, y=546, width=20, height=20, color=[237, 173, 62]
x=378, y=567, width=20, height=20, color=[62, 237, 106]
x=378, y=588, width=20, height=20, color=[62, 237, 106]
x=378, y=609, width=20, height=20, color=[62, 129, 237]
x=378, y=630, width=20, height=20, color=[62, 129, 237]
x=378, y=651, width=20, height=20, color=[237, 173, 62]
x=378, y=672, width=20, height=20, color=[62, 129, 237]
x=378, y=693, width=20, height=20, color=[62, 129, 237]
x=378, y=714, width=20, height=20, color=[62, 237, 106]
x=378, y=735, width=20, height=20, color=[237, 173, 62]
x=378, y=756, width=20, height=20, color=[62, 129, 237]
x=378, y=777, width=20, height=20, color=[237, 173, 62]
x=378, y=798, width=20, height=20, color=[237, 173, 62]
x=378, y=819, width=20, height=20, color=[62, 129, 237]
x=378, y=840, width=20, height=20, color=[237, 173, 62]
x=378, y=861, width=20, height=20, color=[62, 129, 237]
x=399, y=0, width=20, height=20, color=[62, 129, 237]
x=399, y=21, width=20, height=20, color=[62, 129, 237]
x=399, y=42, width=20, height=20, color=[62, 237, 106]
x=399, y=63, width=20, height=20, color=[62, 237, 106]
x=399, y=84, width=20, height=20, color=[237, 173, 62]
x=399, y=105, width=20, height=20, color=[237, 173, 62]
x=399, y=126, width=20, height=20, color=[237, 173, 62]
x=399, y=147, width=20, height=20, color=[237, 173, 62]
x=399, y=168, width=20, height=20, color=[62, 237, 106]
x=399, y=189, width=20, height=20, color=[62, 237, 106]
x=399, y=210, width=20, height=20, color=[62, 129, 237]
x=399, y=231, width=20, height=20, color=[62, 237, 106]
x=399, y=252, width=20, height=20, color=[237, 173, 62]
x=399, y=273, width=20, height=20, color=[62, 129, 237]
x=399, y=294, width=20, height=20, color=[237, 173, 62]
x=399, y=315, width=20, height=20, color=[237, 173, 62]
x=399, y=336, width=20, height=20, color=[62, 129, 237]
x=399, y=357, width=20, height=20, color=[62, 237, 106]
x=399, y=378, width=20, height=20, color=[62, 237, 106]
x=399, y=399, width=20, height=20, color=[237, 173, 62]
x=399, y=420, width=20, height=20, color=[62, 237, 106]
x=399, y=441, width=20, height=20, color=[237, 173, 62]
x=399, y=462, width=20, height=20, color=[62, 129, 237]
x=399, y=483, width=20, height=20, color=[62, 129, 237]
x=399, y=504, width=20, height=20, color=[62, 237, 106]
x=399, y=525, width=20, height=20, color=[237, 173, 62]
x=399, y=546, width=20, height=20, color=[62, 129, 237]
x=399, y=567, width=20, height=20, color=[62, 129, 237]
x=399, y=588, width=20, height=20, color=[62, 237, 106]
x=399, y=609, width=20, height=20, color=[62, 129, 237]
x=399, y=630, width=20, height=20, color=[62, 129, 237]
x=399, y=651, width=20, height=20, color=[62, 237, 106]
x=399, y=672, width=20, height=20, color=[237, 173, 62]
x=399, y=693, width=20, height=20, color=[62, 129, 237]
x=399, y=714, width=20, height=20, color=[62, 129, 237]
x=399, y=735, width=20, height=20, color=[62, 129, 237]
x=399, y=756, width=20, height=20, color=[237, 173, 62]
x=399, y=777, width=20, height=20, color=[62, 129, 237]
x=399, y=798, width=20, height=20, color=[237, 173, 62]
x=399, y=819, width=20, height=20, color=[62, 237, 106]
x=399, y=840, width=20, height=20, color=[62, 237, 106]
x=399, y=861, width=20, height=20, color=[62, 237, 106]
x=420, y=0, width=20, height=20, color=[62, 129, 237]
x=420, y=21, width=20, height=20, color=[237, 173, 62]
x=420, y=42, width=20, height=20, color=[237, 173, 62]
x=420, y=63, width=20, height=20, color=[62, 129, 237]
x=420, y=84, width=20, height=20, color=[62, 237, 106]
x=420, y=105, width=20, height=20, color=[62, 237, 106]
x=420, y=126, width=20, height=20, color=[62, 237, 106]
x=420, y=147, width=20, height=20, color=[237, 173, 62]
x=420, y=168, width=20, height=20, color=[62, 129, 237]
x=420, y=189, width=20, height=20, color=[62, 237, 106]
x=420, y=210, width=20, height=20, color=[62, 129, 237]
x=420, y=231, width=20, height=20, color=[62, 129, 237]
x=420, y=252, width=20, height=20, color=[62, 237, 106]
x=420, y=273, width=20, height=20, color=[62, 237, 106]
x=420, y=294, width=20, height=20, color=[62, 129, 237]
x=420, y=315, width=20, height=20, color=[62, 129, 237]
x=420, y=336, width=20, height=20, color=[62, 129, 237]
x=420, y=357, width=20, height=20, color=[237, 173, 62]
x=420, y=378, width=20, height=20, color=[62, 237, 106]
x=420, y=399, width=20, height=20, color=[237, 173, 62]
x=420, y=420, width=20, height=20, color=[62, 129, 237]
x=420, y=441, width=20, height=20, color=[237, 173, 62]
x=420, y=462, width=20, height=20, color=[62, 237, 106]
x=420, y=483, width=20, height=20, color=[237, 173, 62]
x=420, y=504, width=20, height=20, color=[62, 129, 237]
x=420, y=525, width=20, height=20, color=[62, 237, 106]
x=420, y=546, width=20, height=20, color=[237, 173, 62]
x=420, y=567, width=20, height=20, color=[62, 129, 237]
x=420, y=588, width=20, height=20, color=[62, 237, 106]
x=420, y=609, width=20, height=20, color=[62, 129, 237]
x=420, y=630, width=20, height=20, color=[62, 129, 237]
x=420, y=651, width=20, height=20, color=[62, 129, 237]
x=420, y=672, width=20, height=20, color=[62, 237, 106]
x=420, y=693, width=20, height=20, color=[62, 237, 106]
x=420, y=714, width=20, height=20, color=[62, 129, 237]
x=420, y=735, width=20, height=20, color=[62, 237, 106]
x=420, y=756, width=20, height=20, color=[62, 237, 106]
x=420, y=777, width=20, height=20, color=[62, 129, 237]
x=420, y=798, width=20, height=20, color=[62, 237, 106]
x=420, y=819, width=20, height=20, color=[62, 129, 237]
x=420, y=840, width=20, height=20, color=[62, 129, 237]
x=420, y=861, width=20, height=20, color=[62, 237, 106]
x=441, y=0, width=20, height=20, color=[62, 237, 106]
x=441, y=21, width=20, height=20, color=[62, 129, 237]
x=441, y=42, width=20, height=20, color=[237, 173, 62]
x=441, y=63, width=20, height=20, color=[237, 173, 62]
x=441, y=84, width=20, height=20, color=[62, 129, 237]
x=441, y=105, width=20, height=20, color=[62, 237, 106]
x=441, y=126, width=20, height=20, color=[62, 129, 237]
x=441, y=147, width=20, height=20, color=[62, 237, 106]
x=441, y=168, width=20, height=20, color=[237, 173, 62]
x=441, y=189, width=20, height=20, color=[62, 237, 106]
x=441, y=210, width=20, height=20, color=[62, 129, 237]
x=441, y=231, width=20, height=20, color=[62, 129, 237]
x=441, y=252, width=20, height=20, color=[237, 173, 62]
x=441, y=273, width=20, height=20, color=[237, 173, 62]
x=441, y=294, width=20, height=20, color=[62, 129, 237]
x=441, y=315, width=20, height=20, color=[237, 173, 62]
x=441, y=336, width=20, height=20, color=[62, 237, 106]
x=441, y=357, width=20, height=20, color=[62, 129, 237]
x=441, y=378, width=20, height=20, color=[237, 173, 62]
x=441, y=399, width=20, height=20, color=[237, 173, 62]
x=441, y=420, width=20, height=20, color=[237, 173, 62]
x=441, y=441, width=20, height=20, color=[62, 237, 106]
x=441, y=462, width=20, height=20, color=[62, 237, 106]
x=441, y=483, width=20, height=20, color=[62, 237, 106]
x=441, y=504, width=20, height=20, color=[62, 129, 237]
x=441, y=525, width=20, height=20, color=[237, 173, 62]
x=441, y=546, width=20, height=20, color=[62, 129, 237]
x=441, y=567, width=20, height=20, color=[62, 129, 237]
x=441, y=588, width=20, height=20, color=[62, 237, 106]
x=441, y=609, width=20, height=20, color=[237, 173, 62]
x=441, y=630, width=20, height=20, color=[62, 237, 106]
x=441, y=651, width=20, height=20, color=[62, 129, 237]
x=441, y=672, width=20, height=20, color=[62, 129, 237]
x=441, y=693, width=20, height=20, color=[237, 173, 62]
x=441, y=714, width=20, height=20, color=[62, 129, 237]
x=441, y=735, width=20, height=20, color=[237, 173, 62]
x=441, y=756, width=20, height=20, color=[62, 237, 106]
x=441, y=777, width=20, height=20, color=[237, 173, 62]
x=441, y=798, width=20, height=20, color=[237, 173, 62]
x=441, y=819, width=20, height=20, color=[62, 237, 106]
x=441, y=840, width=20, height=20, color=[237, 173, 62]
x=441, y=861, width=20, height=20, color=[237, 173, 62]
x=462, y=0, width=20, height=20, color=[62, 237, 106]
x=462, y=21, width=20, height=20, color=[62, 129, 237]
x=462, y=42, width=20, height=20, color=[62, 237, 106]
x=462, y=63, width=20, height=20, color=[62, 237, 106]
x=462, y=84, width=20, height=20, color=[237, 173, 62]
x=462, y=105, width=20, height=20, color=[62, 129, 237]
x=462, y=126, width=20, height=20, color=[237, 173, 62]
x=462, y=147, width=20, height=20, color=[62, 237, 106]
x=462, y=168, width=20, height=20, color=[62, 237, 106]
x=462, y=189, width=20, height=20, color=[62, 129, 237]
x=462, y=210, width=20, height=20, color=[237, 173, 62]
x=462, y=231, width=20, height=20, color=[62, 237, 106]
x=462, y=252, width=20, height=20, color=[62, 237, 106]
x=462, y=273, width=20, height=20, color=[237, 173, 62]
x=462, y=294, width=20, height=20, color=[62, 129, 237]
x=462, y=315, width=20, height=20, color=[237, 173, 62]
x=462, y=336, width=20, height=20, color=[237, 173, 62]
x=462, y=357, width=20, height=20, color=[237, 173, 62]
x=462, y=378, width=20, height=20, color=[237, 173, 62]
x=462, y=399, width=20, height=20, color=[237, 173, 62]
x=462, y=420, width=20, height=20, color=[62, 237, 106]
x=462, y=441, width=20, height=20, color=[237, 173, 62]
x=462, y=462, width=20, height=20, color=[62, 237, 106]
x=462, y=483, width=20, height=20, color=[62, 237, 106]
x=462, y=504, width=20, height=20, color=[237, 173, 62]
x=462, y=525, width=20, height=20, color=[62, 237, 106]
x=462, y=546, width=20, height=20, color=[62, 237, 106]
x=462, y=567, width=20, height=20, color=[62, 129, 237]
x=462, y=588, width=20, height=20, color=[237, 173, 62]
x=462, y=609, width=20, height=20, color=[62, 237, 106]
x=462, y=630, width=20, height=20, color=[62, 237, 106]
x=462, y=651, width=20, height=20, color=[237, 173, 62]
x=462, y=672, width=20, height=20, color=[62, 129, 237]
x=462, y=693, width=20, height=20, color=[237, 173, 62]
x=462, y=714, width=20, height=20, color=[62, 237, 106]
x=462, y=735, width=20, height=20, color=[62, 129, 237]
x=462, y=756, width=20, height=20, color=[237, 173, 62]
x=462, y=777, width=20, height=20, color=[62, 129, 237]
x=462, y=798, width=20, height=20, color=[62, 237, 106]
x=462, y=819, width=20, height=20, color=[62, 237, 106]
x=462, y=840, width=20, height=20, color=[237, 173, 62]
x=462, y=861, width=20, height=20, color=[62, 237, 106]
x=483, y=0, width=20, height=20, color=[237, 173, 62]
x=483, y=21, width=20, height=20, color=[62, 129, 237]
x=483, y=42, width=20, height=20, color=[62, 129, 237]
x=483, y=63, width=20, height=20, color=[237, 173, 62]
x=483, y=84, width=20, height=20, color=[237, 173, 62]
x=483, y=105, width=20, height=20, color=[62, 129, 237]
x=483, y=126, width=20, height=20, color=[237, 173, 62]
x=483, y=147, width=20, height=20, color=[62, 129, 237]
x=483, y=168, width=20, height=20, color=[237, 173, 62]
x=483, y=189, width=20, height=20, color=[62, 129, 237]
x=483, y=210, width=20, height=20, color=[62, 129, 237]
x=483, y=231, width=20, height=20, color=[237, 173, 62]
x=483, y=252, width=20, height=20, color=[62, 129, 237]
x=483, y=273, width=20, height=20, color=[62, 129, 237]
x=483, y=294, width=20, height=20, color=[62, 129, 237]
x=483, y=315, width=20, height=20, color=[62, 237, 106]
x=483, y=336, width=20, height=20, color=[237, 173, 62]
x=483, y=357, width=20, height=20, color=[62, 129, 237]
x=483, y=378, width=20, height=20, color=[237, 173, 62]
x=483, y=399, width=20, height=20, color=[62, 129, 237]
x=483, y=420, width=20, height=20, color=[62, 129, 237]
x=483, y=441, width=20, height=20, color=[62, 237, 106]
x=483, y=462, width=20, height=20, color=[237, 173, 62]
x=483, y=483, width=20, height=20, color=[237, 173, 62]
x=483, y=504, width=20, height=20, color=[62, 129, 237]
x=483, y=525, width=20, height=20, color=[62, 237, 106]
x=483, y=546, width=20, height=20, color=[237, 173, 62]
x=483, y=567, width=20, height=20, color=[62, 237, 106]
x=483, y=588, width=20, height=20, color=[62, 129, 237]
x=483, y=609, width=20, height=20, color=[62, 237, 106]
